timestamp,position_lat,position_long,distance,enhanced_altitude,altitude,enhanced_speed,speed,heart_rate,cadence,fractional_cadence
2018-06-12 11:46:17-05:00,48.29612793400884,16.13046320155263,0.72235,176.39999999999998,176.39999999999998,28.7208,28.7208,164,,
2018-06-12 11:46:21-05:00,48.29623815603554,16.13087265752256,0.7551,175.79999999999995,175.79999999999995,30.2652,30.2652,167,,
2018-06-12 11:46:28-05:00,48.29643831588328,16.13163197413087,0.81568,174.79999999999995,174.79999999999995,31.474800000000002,31.474800000000002,167,,
2018-06-12 11:46:35-05:00,48.29664350487292,16.132396990433335,0.87686,174.20000000000005,174.20000000000005,31.2732,31.2732,166,,
2018-06-12 11:46:40-05:00,48.296798234805465,16.13293670117855,0.92044,173.79999999999995,173.79999999999995,31.543200000000002,31.543200000000002,163,,
2018-06-12 11:46:47-05:00,48.297023456543684,16.13367799669504,0.98088,173.39999999999998,173.39999999999998,30.869999999999997,30.869999999999997,162,,
2018-06-12 11:46:55-05:00,48.297279523685575,16.134514091536403,1.0491300000000001,173.20000000000005,173.20000000000005,30.5352,30.5352,163,,
2018-06-12 11:47:03-05:00,48.297537518665195,16.135344989597797,1.1171300000000002,173.0,173.0,30.434400000000004,30.434400000000004,162,,
2018-06-12 11:47:11-05:00,48.297789143398404,16.13617731258273,1.18493,172.79999999999995,172.79999999999995,30.4668,30.4668,160,,
2018-06-12 11:47:19-05:00,48.298039427027106,16.136993039399385,1.2515399999999999,173.20000000000005,173.20000000000005,29.325600000000005,29.325600000000005,160,,
2018-06-12 11:47:27-05:00,48.298287112265825,16.13778588362038,1.3165,173.60000000000002,173.60000000000002,29.257200000000005,29.257200000000005,159,,
2018-06-12 11:47:32-05:00,48.29845701344311,16.138261388987303,1.3565099999999999,173.79999999999995,173.79999999999995,28.785600000000002,28.785600000000002,162,,
2018-06-12 11:47:36-05:00,48.298580730333924,16.138641592115164,1.38789,173.79999999999995,173.79999999999995,27.9468,27.9468,165,,
2018-06-12 11:47:44-05:00,48.298884239047766,16.13933678716421,1.44959,174.60000000000002,174.60000000000002,27.576,27.576,166,,
2018-06-12 11:47:52-05:00,48.299166625365615,16.140031311661005,1.50993,176.20000000000005,176.20000000000005,25.999200000000002,25.999200000000002,165,,
2018-06-12 11:48:00-05:00,48.2994126342237,16.14064863882959,1.56329,177.79999999999995,177.79999999999995,21.1284,21.1284,162,,
2018-06-12 11:48:10-05:00,48.29953769221902,16.14105138927698,1.596,179.79999999999995,179.79999999999995,0.0,0.0,161,,
2018-06-12 11:48:20-05:00,48.299552109092474,16.141081899404526,1.596,180.20000000000005,180.20000000000005,6.6852,6.6852,158,,
2018-06-12 11:48:26-05:00,48.299582451581955,16.141191869974136,1.6048099999999998,181.0,181.0,3.4596,3.4596,158,,
2018-06-12 11:48:31-05:00,48.29961790703237,16.141247022897005,1.6048099999999998,181.20000000000005,181.20000000000005,8.262,8.262,150,,
2018-06-12 11:48:32-05:00,48.29963743686676,16.141239311546087,1.6070499999999999,181.39999999999998,181.39999999999998,8.1612,8.1612,150,,
2018-06-12 11:48:37-05:00,48.299779342487454,16.14100973121822,1.63035,181.79999999999995,181.79999999999995,17.568,17.568,149,,
2018-06-12 11:48:46-05:00,48.30013825558126,16.14055928774178,1.68239,182.79999999999995,182.79999999999995,25.999200000000002,25.999200000000002,152,,
2018-06-12 11:48:48-05:00,48.30024772323668,16.140428613871336,1.69795,182.79999999999995,182.79999999999995,27.4104,27.4104,156,,
2018-06-12 11:48:56-05:00,48.30073823221028,16.139884293079376,1.76583,181.20000000000005,181.20000000000005,31.878000000000004,31.878000000000004,156,,
2018-06-12 11:49:03-05:00,48.30122413113713,16.139364782720804,1.83219,178.20000000000005,178.20000000000005,34.095600000000005,34.095600000000005,156,,
2018-06-12 11:49:10-05:00,48.301719250157475,16.138818198814988,1.9005699999999999,176.20000000000005,176.20000000000005,35.136,35.136,154,,
2018-06-12 11:49:11-05:00,48.301790580153465,16.13873966038227,1.9104,176.20000000000005,176.20000000000005,35.035199999999996,35.035199999999996,147,,
2018-06-12 11:49:12-05:00,48.30186165869236,16.138661205768585,1.92022,175.79999999999995,175.79999999999995,34.934400000000004,34.934400000000004,143,,
2018-06-12 11:49:13-05:00,48.30193290486932,16.1385827511549,1.9300599999999999,175.60000000000002,175.60000000000002,34.934400000000004,34.934400000000004,139,,
2018-06-12 11:49:14-05:00,48.30200389958918,16.138504715636373,1.93984,175.39999999999998,175.39999999999998,35.0028,35.0028,135,,
2018-06-12 11:49:15-05:00,48.30207464285195,16.13842592574656,1.94964,175.20000000000005,175.20000000000005,35.035199999999996,35.035199999999996,135,,
2018-06-12 11:49:18-05:00,48.30228662118316,16.13818989135325,1.97901,174.79999999999995,174.79999999999995,34.934400000000004,34.934400000000004,138,,
2018-06-12 11:49:21-05:00,48.30249574966729,16.13795385695994,2.00812,174.60000000000002,174.60000000000002,34.5636,34.5636,141,,
2018-06-12 11:49:23-05:00,48.30263405106962,16.137800635769963,2.02724,174.60000000000002,174.60000000000002,34.1604,34.1604,144,,
2018-06-12 11:49:28-05:00,48.30297427251935,16.137422528117895,2.0743400000000003,174.60000000000002,174.60000000000002,33.4224,33.4224,147,,
2018-06-12 11:49:30-05:00,48.30310620367527,16.13727173767984,2.09279,174.79999999999995,174.79999999999995,32.9184,32.9184,150,,
2018-06-12 11:49:36-05:00,48.3034947887063,16.136838644742966,2.1466399999999997,175.39999999999998,175.39999999999998,31.474800000000002,31.474800000000002,153,,
2018-06-12 11:49:41-05:00,48.30380575731397,16.136495070531964,2.1896,175.60000000000002,175.60000000000002,30.869999999999997,30.869999999999997,158,,
2018-06-12 11:49:44-05:00,48.303991332650185,16.13629063591361,2.2152,175.79999999999995,175.79999999999995,30.6,30.6,161,,
2018-06-12 11:49:52-05:00,48.30447672866285,16.135751930996776,2.28237,176.0,176.0,29.8944,29.8944,161,,
2018-06-12 11:50:00-05:00,48.304962711408734,16.135213812813163,2.3495500000000002,175.39999999999998,175.39999999999998,30.636,30.636,160,,
