timestamp,position_lat,position_long,distance,enhanced_altitude,altitude,enhanced_speed,speed,heart_rate,cadence,fractional_cadence
2018-06-13 01:41:06-05:00,48.203787272796035,16.418240759521723,0.37266000000000005,164.39999999999998,164.39999999999998,9.709200000000001,9.709200000000001,130,85,0.5
2018-06-13 01:41:11-05:00,48.20369767025113,16.418304461985826,0.38393,163.79999999999995,163.79999999999995,9.6084,9.6084,133,84,0.5
2018-06-13 01:41:19-05:00,48.20356406271458,16.418493390083313,0.40431,161.79999999999995,161.79999999999995,9.5724,9.5724,133,85,0.5
2018-06-13 01:41:28-05:00,48.20343322120607,16.418700171634555,0.4255,158.60000000000002,158.60000000000002,9.4068,9.4068,132,85,0.5
2018-06-13 01:41:36-05:00,48.203303050249815,16.418900080025196,0.44626,156.60000000000002,156.60000000000002,9.370800000000001,9.370800000000001,134,85,0.5
2018-06-13 01:41:44-05:00,48.203179333359,16.41910996288061,0.46708,153.79999999999995,153.79999999999995,9.3384,9.3384,135,84,0.5
2018-06-13 01:41:51-05:00,48.20304815657437,16.419311463832855,0.48802999999999996,152.0,152.0,9.370800000000001,9.370800000000001,138,84,0.5
2018-06-13 01:41:58-05:00,48.20291136391461,16.41954037360847,0.51083,150.39999999999998,150.39999999999998,9.5724,9.5724,138,84,0.5
2018-06-13 01:42:06-05:00,48.20279250852764,16.419768948107958,0.53234,147.79999999999995,147.79999999999995,9.6408,9.6408,139,85,0.5
2018-06-13 01:42:13-05:00,48.2026822026819,16.419983943924308,0.5524600000000001,146.60000000000002,146.60000000000002,9.6408,9.6408,139,85,0.5
2018-06-13 01:42:20-05:00,48.20255848579109,16.420206064358354,0.57396,145.79999999999995,145.79999999999995,9.8748,9.8748,137,84,0.5
2018-06-13 01:42:27-05:00,48.2024456653744,16.42042768187821,0.5946699999999999,144.79999999999995,144.79999999999995,10.011600000000001,10.011600000000001,138,85,0.5
2018-06-13 01:42:35-05:00,48.20232018828392,16.420666817575693,0.61724,143.79999999999995,143.79999999999995,9.9756,9.9756,139,85,0.5
2018-06-13 01:42:42-05:00,48.20220669731498,16.420887764543295,0.63798,143.0,143.0,10.112400000000001,10.112400000000001,138,85,0.5
2018-06-13 01:42:50-05:00,48.20208063349128,16.421110723167658,0.65986,142.39999999999998,142.39999999999998,10.044,10.044,138,84,0.5
2018-06-13 01:42:58-05:00,48.20196068845689,16.42132680863142,0.6808,141.0,141.0,10.011600000000001,10.011600000000001,137,84,0.5
2018-06-13 01:43:02-05:00,48.201902601867914,16.421443233266473,0.6916100000000001,140.79999999999995,140.79999999999995,9.943200000000001,9.943200000000001,140,84,0.5
